order_id,customer_id,product_id,order_date,delivery_delay,discount_pct,is_holiday_season,return_probability,is_returned,persona,base_return_rate,customer_tenure_days,avg_order_value,price,rating,category
ORD35,C217,P46,2023-11-20,5,0,1,0.0,0,Loyal,0.08252783980670292,1187,1887,330,4.67884661212699,Home
ORD36,C337,P46,2023-02-13,0,0,0,0.0,0,Loyal,0.07522900943758853,403,563,330,4.67884661212699,Home
ORD37,C384,P8,2023-10-25,0,30,0,0.355144858542075,0,Bargain Hunter,0.2733853836751484,242,162,191,2.108531332137048,Apparel
ORD38,C126,P42,2023-04-10,0,70,0,0.4091600754307265,0,Bargain Hunter,0.30528259214839937,160,201,74,3.890408322238115,Apparel
ORD39,C131,P13,2023-04-10,0,20,0,0.31856806155547673,0,Bargain Hunter,0.3310763952838527,274,125,173,2.6391124945231805,Apparel
ORD40,C67,P19,2023-10-12,1,20,0,0.008159934918246289,0,Bargain Hunter,0.15101231676924373,347,433,474,3.749824351318881,Beauty
ORD41,C33,P25,2023-06-23,0,0,0,0.21681570192601624,0,Impulse Buyer,0.2512136645522648,9,2942,176,4.514323591958066,Beauty
ORD42,C49,P44,2023-01-16,2,20,0,0.23336194304511526,0,Impulse Buyer,0.3361410903109534,44,1176,288,4.059042282133031,Beauty
ORD43,C456,P36,2023-01-28,0,70,0,0.13219869390589387,0,Bargain Hunter,0.19740557142166723,19,336,67,3.966202678281477,Beauty
ORD44,C76,P48,2023-08-27,1,50,0,0.27409548929550664,0,Bargain Hunter,0.34891010215946816,55,207,555,4.510540840993616,Electronics
ORD45,C208,P20,2023-11-23,0,10,1,0.0,0,Loyal,0.05818020076139712,509,736,152,3.822344635799018,Beauty
ORD46,C344,P6,2023-10-18,0,20,0,0.09814105534385514,0,Bargain Hunter,0.2303861827218484,245,294,1162,4.05032676733412,Electronics
ORD47,C144,P42,2023-02-18,1,0,0,0.23521018663692334,0,Impulse Buyer,0.29633339759282307,39,1305,74,3.890408322238115,Apparel
ORD48,C495,P46,2023-02-26,1,10,0,0.0,0,Loyal,0.0746310768603845,791,1090,330,4.67884661212699,Home
ORD49,C365,P6,2023-03-15,0,0,0,0.2859350617537784,0,Impulse Buyer,0.3754921725260761,92,2782,1162,4.05032676733412,Electronics
ORD50,C191,P17,2023-07-16,3,0,0,0.28353679334352117,0,Impulse Buyer,0.22776543452988204,4,999,1562,4.173216926350948,Electronics
ORD51,C189,P15,2023-06-08,0,5,0,0.0,0,Loyal,0.06700607688850532,475,1975,69,4.43999453734286,Home
ORD52,C473,P34,2023-01-05,1,20,0,0.0,0,Loyal,0.026951417538904135,1033,1214,179,3.3500297865112767,Footwear
ORD53,C294,P47,2023-01-08,1,70,0,0.13578914771862902,0,Bargain Hunter,0.23428491011849956,312,51,93,4.3730199632038635,Beauty
ORD54,C192,P13,2023-11-16,0,20,1,0.31545914832157657,0,Bargain Hunter,0.32935768198120235,164,244,173,2.6391124945231805,Apparel
ORD55,C243,P14,2023-02-13,2,0,0,0.2338184400713399,0,Impulse Buyer,0.3085698621226818,6,297,59,4.524741294619888,Home
ORD56,C67,P20,2023-10-30,5,70,0,0.014536006684583307,0,Bargain Hunter,0.15101231676924373,347,433,152,3.822344635799018,Beauty
ORD57,C182,P25,2023-05-10,5,0,0,0.3350748900449307,0,Impulse Buyer,0.3806302117353253,98,863,176,4.514323591958066,Beauty
ORD58,C198,P7,2023-03-26,10,0,0,0.28299869262384136,0,Loyal,0.08194693590181384,578,1344,55,3.0613185629909045,Apparel
ORD59,C250,P5,2023-05-03,10,50,0,0.6108679208386083,1,Bargain Hunter,0.17212634739104143,225,277,282,3.7027946349124568,Apparel
ORD60,C483,P50,2023-07-07,0,0,0,0.0,0,Loyal,0.09331073477926406,761,218,235,3.58835264631081,Home
ORD61,C70,P2,2023-04-05,1,20,0,0.0,0,Loyal,0.0392859728343341,765,1727,155,2.778269247890009,Footwear
ORD62,C171,P16,2023-08-14,10,0,0,0.26856294570326505,0,Loyal,0.07225429574520209,1135,908,165,3.916640338001015,Apparel
ORD63,C402,P2,2023-03-28,0,0,0,0.0,0,Loyal,0.07840846705942875,934,1676,155,2.778269247890009,Footwear
ORD64,C363,P8,2023-09-22,10,20,0,0.7569400888468837,1,Impulse Buyer,0.24488811436733215,89,992,191,2.108531332137048,Apparel
ORD65,C215,P40,2023-06-06,2,50,0,0.08950305072730007,0,Bargain Hunter,0.17035649452408075,79,247,486,4.4660068471489325,Beauty
ORD66,C281,P33,2023-03-12,2,0,0,0.0,0,Loyal,0.06036762981773962,1289,1030,1055,4.600713015644724,Electronics
ORD67,C232,P31,2023-07-04,3,10,0,0.0,0,Loyal,0.019602932510209246,682,1804,89,2.8874907645798435,Apparel
ORD68,C91,P41,2023-04-01,0,30,0,0.0530958316275643,0,Bargain Hunter,0.18100832334554884,134,239,227,3.02369463251301,Apparel
ORD69,C435,P34,2023-03-24,1,30,0,0.18170301937603,0,Bargain Hunter,0.3079397014284958,297,232,179,3.3500297865112767,Footwear
ORD70,C193,P28,2023-03-13,10,30,0,0.3724449659917924,0,Bargain Hunter,0.34462206985402083,131,110,2435,3.5483213331196115,Electronics
ORD71,C102,P21,2023-11-27,1,5,1,0.015449836929438555,0,Loyal,0.018448596107316258,852,1824,157,2.642209619114287,Footwear
ORD72,C196,P23,2023-10-29,1,30,0,0.13698211925771525,0,Bargain Hunter,0.2568847007465046,355,61,1443,3.2728795051134663,Electronics
ORD73,C287,P3,2023-09-05,2,0,0,0.0,0,Loyal,0.04053441213065719,943,1452,167,4.5026109439124715,Home
ORD74,C61,P47,2023-10-14,1,0,0,0.0,0,Loyal,0.0996628329782132,817,453,93,4.3730199632038635,Beauty
ORD75,C417,P11,2023-07-19,0,20,0,0.0,0,Loyal,0.07742454751911548,765,1776,620,4.29321182684572,Electronics
ORD76,C491,P16,2023-12-30,0,50,1,0.3076161576388165,0,Bargain Hunter,0.22595715603584596,337,331,165,3.916640338001015,Apparel
ORD77,C186,P19,2023-09-04,3,0,0,0.0,0,Loyal,0.08761273378720708,1161,332,474,3.749824351318881,Beauty
ORD78,C232,P12,2023-02-28,3,0,0,0.0,0,Loyal,0.019602932510209246,682,1804,1756,4.67972260573344,Electronics
ORD79,C218,P11,2023-02-05,1,20,0,0.08769063807694505,0,Bargain Hunter,0.16604674913232842,40,292,620,4.29321182684572,Electronics
ORD80,C68,P42,2023-10-08,0,10,0,0.0,0,Loyal,0.0722705677923424,1321,1943,74,3.890408322238115,Apparel
ORD81,C323,P34,2023-07-18,0,20,0,0.18250392729530315,0,Impulse Buyer,0.25442902744599255,19,2671,179,3.3500297865112767,Footwear
ORD82,C20,P20,2023-09-22,10,5,0,0.22303461095340799,0,Impulse Buyer,0.30416685200516475,85,2443,152,3.822344635799018,Beauty
ORD83,C140,P45,2023-10-14,1,20,0,0.23421587357774337,0,Bargain Hunter,0.31437201185807123,203,171,477,4.7978013550940135,Beauty
ORD84,C38,P29,2023-06-28,0,0,0,0.18717141124756206,0,Impulse Buyer,0.25795029058275365,66,1919,241,4.403405772536004,Home
ORD85,C465,P47,2023-11-27,1,70,1,0.2653417269429771,0,Bargain Hunter,0.33732113845899225,10,334,93,4.3730199632038635,Beauty
ORD86,C164,P18,2023-10-14,10,0,0,0.6656634931133419,1,Impulse Buyer,0.38383531036711194,56,109,127,4.156992693858071,Apparel
ORD87,C379,P43,2023-12-09,0,70,1,0.3982130098225649,0,Bargain Hunter,0.32617415183978565,258,363,155,3.988624901974323,Apparel
ORD88,C450,P30,2023-07-14,5,10,0,0.0,0,Loyal,0.056135368468522476,1201,492,396,4.061663079654576,Home
ORD89,C13,P22,2023-09-22,0,0,0,0.0,0,Loyal,0.07158097238609412,1320,1590,450,4.195473602402838,Beauty
ORD90,C376,P19,2023-05-19,1,0,0,0.30056976432356786,0,Impulse Buyer,0.3734588401919605,13,1804,474,3.749824351318881,Beauty
ORD91,C277,P23,2023-11-06,0,0,1,0.30335399028951243,0,Impulse Buyer,0.24198111861911717,62,822,1443,3.2728795051134663,Electronics
ORD92,C500,P11,2023-03-01,0,50,0,0.1857768612307468,0,Bargain Hunter,0.2734703514825948,61,422,620,4.29321182684572,Electronics
ORD93,C19,P41,2023-04-04,0,0,0,0.3217740614009881,0,Impulse Buyer,0.3843748470046234,78,555,227,3.02369463251301,Apparel
ORD94,C430,P27,2023-11-19,1,0,1,0.0,0,Loyal,0.08054492980769758,879,1094,87,3.8108470428218526,Footwear
ORD95,C74,P9,2023-10-25,1,50,0,0.12990414113358004,0,Bargain Hunter,0.2505274186210384,326,333,2706,4.902806684413314,Electronics
ORD96,C98,P18,2023-11-07,3,0,1,0.3438272000003586,0,Impulse Buyer,0.2867041475161484,55,1181,127,4.156992693858071,Apparel
ORD97,C278,P16,2023-08-19,2,0,0,0.0,0,Loyal,0.027161894859729994,650,628,165,3.916640338001015,Apparel
ORD98,C488,P26,2023-06-19,0,20,0,0.3399838374072297,0,Bargain Hunter,0.2692970949970843,300,273,299,2.320985723635313,Footwear
ORD99,C362,P12,2023-10-06,2,0,0,0.0,0,Loyal,0.0996702198226052,524,202,1756,4.67972260573344,Electronics
ORD100,C348,P33,2023-01-02,0,20,0,0.07866188282473267,0,Bargain Hunter,0.2209244315281553,333,207,1055,4.600713015644724,Electronics
ORD101,C29,P22,2023-07-04,10,50,0,0.12301753421560319,0,Bargain Hunter,0.16271167005720472,71,456,450,4.195473602402838,Beauty
ORD102,C425,P1,2023-11-09,10,5,1,0.8163873093164685,1,Impulse Buyer,0.37924426053700766,6,2156,176,4.007564744581659,Footwear
ORD103,C138,P3,2023-05-24,0,0,0,0.203985906086945,0,Impulse Buyer,0.22341340328552117,9,2735,167,4.5026109439124715,Home
ORD104,C152,P32,2023-08-25,2,20,0,0.06044364227538336,0,Bargain Hunter,0.15868015665963456,212,262,278,4.226683707271579,Home
ORD105,C178,P14,2023-01-30,0,0,0,0.19390879626469715,0,Impulse Buyer,0.26155544795420993,54,2084,59,4.524741294619888,Home
ORD106,C332,P24,2023-01-24,0,0,0,0.18564786729814298,0,Impulse Buyer,0.25946980147451015,72,2835,155,4.066046275346009,Beauty
ORD107,C211,P42,2023-01-25,1,0,0,0.3129929041900218,0,Impulse Buyer,0.3473644950789826,8,722,74,3.890408322238115,Apparel
ORD108,C41,P29,2023-11-13,0,70,1,0.08676650572211599,0,Bargain Hunter,0.20442644987692704,130,332,241,4.403405772536004,Home
ORD109,C249,P35,2023-09-04,0,0,0,0.2653896549990964,0,Impulse Buyer,0.3509270583720233,38,1241,166,4.065915573102671,Electronics
ORD110,C322,P42,2023-12-28,1,5,1,0.0,0,Loyal,0.051371336148501805,472,330,74,3.890408322238115,Apparel
ORD111,C315,P38,2023-12-03,5,0,1,0.904408438440423,1,Impulse Buyer,0.32208093340159155,98,1433,135,2.150355856501963,Apparel
ORD112,C404,P25,2023-07-30,2,30,0,0.17267068515088024,0,Bargain Hunter,0.2929848080404495,280,323,176,4.514323591958066,Beauty
ORD113,C286,P2,2023-11-19,0,5,1,0.33565368664931866,0,Impulse Buyer,0.24621495931761428,72,2590,155,2.778269247890009,Footwear
ORD114,C499,P47,2023-09-24,3,20,0,0.12217088735835056,0,Bargain Hunter,0.22032453744792688,343,339,93,4.3730199632038635,Beauty
ORD115,C416,P15,2023-03-05,0,70,0,0.18222062647823278,0,Bargain Hunter,0.30141185352224464,276,151,69,4.43999453734286,Home
ORD116,C371,P17,2023-11-29,0,50,1,0.3032288394504738,0,Bargain Hunter,0.3482950670290096,49,163,1562,4.173216926350948,Electronics
ORD117,C406,P43,2023-11-10,10,20,1,0.4356870601819274,0,Bargain Hunter,0.1682328980812383,88,57,155,3.988624901974323,Apparel
ORD118,C136,P15,2023-04-23,0,10,0,0.0,0,Loyal,0.09768233876809693,998,597,69,4.43999453734286,Home
ORD119,C492,P11,2023-09-11,0,5,0,0.0,0,Loyal,0.0531263689866758,1029,828,620,4.29321182684572,Electronics
ORD120,C312,P18,2023-09-25,3,10,0,0.0,0,Loyal,0.07642302547837335,1057,1018,127,4.156992693858071,Apparel
ORD121,C307,P43,2023-09-12,0,20,0,0.16192390565575912,0,Impulse Buyer,0.2213157460257349,85,441,155,3.988624901974323,Apparel
ORD122,C119,P28,2023-04-13,3,20,0,0.28143728419314656,0,Impulse Buyer,0.2754518166455952,35,2646,2435,3.5483213331196115,Electronics
ORD123,C240,P5,2023-03-21,0,5,0,0.0,0,Loyal,0.09097007007629558,786,1860,282,3.7027946349124568,Apparel
ORD124,C426,P21,2023-10-21,10,20,0,0.5412215316447755,1,Bargain Hunter,0.16039425673029448,50,465,157,2.642209619114287,Footwear
ORD125,C367,P15,2023-09-03,0,5,0,0.0,0,Loyal,0.08285644672523904,1319,239,69,4.43999453734286,Home
ORD126,C416,P21,2023-10-15,10,20,0,0.6281456683739365,1,Bargain Hunter,0.30141185352224464,276,151,157,2.642209619114287,Footwear
ORD127,C190,P12,2023-07-10,3,50,0,0.24430192882203008,0,Bargain Hunter,0.24202383179671438,104,385,1756,4.67972260573344,Electronics
ORD128,C491,P16,2023-07-26,1,50,0,0.28992939948011476,0,Bargain Hunter,0.22595715603584596,337,331,165,3.916640338001015,Apparel
ORD129,C499,P3,2023-04-01,3,70,0,0.10184524370119803,0,Bargain Hunter,0.22032453744792688,343,339,167,4.5026109439124715,Home
ORD130,C58,P37,2023-08-21,10,20,0,0.031060156040957826,0,Loyal,0.08539390953165953,515,672,2874,3.756952846971738,Electronics
ORD131,C449,P18,2023-02-28,1,10,0,0.0,0,Loyal,0.02617147979832178,890,1139,127,4.156992693858071,Apparel
ORD132,C401,P42,2023-11-24,3,50,1,0.4251877530226772,0,Bargain Hunter,0.33872318403351975,93,406,74,3.890408322238115,Apparel
ORD133,C176,P9,2023-06-11,0,0,0,0.0,0,Loyal,0.042234644622955654,518,1295,2706,4.902806684413314,Electronics
ORD134,C29,P29,2023-12-09,1,70,1,0.0870557354831959,0,Bargain Hunter,0.16271167005720472,71,456,241,4.403405772536004,Home
ORD135,C69,P37,2023-11-29,2,30,1,0.06916645340163838,0,Bargain Hunter,0.18518505053546908,298,117,2874,3.756952846971738,Electronics
ORD136,C40,P3,2023-06-20,10,0,0,0.0,0,Loyal,0.08949522330269816,554,1863,167,4.5026109439124715,Home
ORD137,C134,P19,2023-01-31,10,5,0,0.2605341643454684,0,Impulse Buyer,0.3204881851802238,53,1592,474,3.749824351318881,Beauty
ORD138,C133,P39,2023-05-06,0,0,0,0.181073801407237,0,Impulse Buyer,0.298605131554361,69,243,451,4.840675398307533,Home
ORD139,C445,P39,2023-06-29,1,20,0,0.3117562728775857,0,Impulse Buyer,0.3801403728022517,39,1897,451,4.840675398307533,Home
ORD140,C79,P14,2023-04-04,0,5,0,0.3169208156580494,0,Impulse Buyer,0.3927239954178506,63,1092,59,4.524741294619888,Home
ORD141,C70,P16,2023-07-08,0,5,0,0.0,0,Loyal,0.0392859728343341,765,1727,165,3.916640338001015,Apparel
ORD142,C193,P3,2023-07-03,1,20,0,0.23399785900750789,0,Bargain Hunter,0.34462206985402083,131,110,167,4.5026109439124715,Home
ORD143,C486,P23,2023-07-02,3,70,0,0.24656886379907647,0,Bargain Hunter,0.21491716598005406,208,125,1443,3.2728795051134663,Electronics
ORD144,C88,P42,2023-04-07,0,20,0,0.058245783954395454,0,Bargain Hunter,0.16418818339998553,151,449,74,3.890408322238115,Apparel
ORD145,C305,P20,2023-01-21,0,30,0,0.23875394588237156,0,Bargain Hunter,0.3130108856804914,43,90,152,3.822344635799018,Beauty
ORD146,C244,P21,2023-11-26,0,0,1,0.44363145807578536,0,Impulse Buyer,0.32554161061428355,64,2701,157,2.642209619114287,Footwear
ORD147,C205,P24,2023-01-23,3,5,0,0.2679819699164049,0,Impulse Buyer,0.33743310108066626,18,1018,155,4.066046275346009,Beauty
ORD148,C415,P38,2023-07-03,0,0,0,0.20326793260731488,0,Loyal,0.0977229866683621,375,365,135,2.150355856501963,Apparel
ORD149,C500,P7,2023-06-13,3,70,0,0.37764214620593956,0,Bargain Hunter,0.2734703514825948,61,422,55,3.0613185629909045,Apparel
ORD150,C267,P13,2023-07-27,0,10,0,0.26818543472637224,0,Impulse Buyer,0.28290091684072555,75,1725,173,2.6391124945231805,Apparel
ORD151,C21,P22,2023-12-25,1,20,1,0.1104868301350045,0,Bargain Hunter,0.20426980635477918,289,102,450,4.195473602402838,Beauty
ORD152,C13,P4,2023-09-15,3,20,0,0.0,0,Loyal,0.07158097238609412,1320,1590,96,3.0338727538133785,Apparel
ORD153,C183,P28,2023-08-30,2,0,0,0.0,0,Loyal,0.06472790645876968,1223,997,2435,3.5483213331196115,Electronics
ORD154,C415,P12,2023-08-28,2,5,0,0.010228071184803761,0,Loyal,0.0977229866683621,375,365,1756,4.67972260573344,Electronics
ORD155,C103,P25,2023-06-07,10,20,0,0.11094117851989427,0,Bargain Hunter,0.20598677938918855,198,321,176,4.514323591958066,Beauty
ORD156,C455,P44,2023-12-05,1,70,1,0.06851265270683693,0,Bargain Hunter,0.15180608082591004,173,498,288,4.059042282133031,Beauty
ORD157,C454,P30,2023-02-27,3,30,0,0.28137259874013243,0,Bargain Hunter,0.3438824644670575,172,115,396,4.061663079654576,Home
ORD158,C299,P19,2023-04-25,2,70,0,0.22094448535120162,0,Bargain Hunter,0.3236935951795825,68,169,474,3.749824351318881,Beauty
ORD159,C426,P1,2023-10-29,2,30,0,0.05868555239886687,0,Bargain Hunter,0.16039425673029448,50,465,176,4.007564744581659,Footwear
ORD160,C276,P20,2023-02-13,3,5,0,0.2329534900591845,0,Impulse Buyer,0.3190770034640088,87,1089,152,3.822344635799018,Beauty
ORD161,C21,P6,2023-02-14,2,50,0,0.0740295650627733,0,Bargain Hunter,0.20426980635477918,289,102,1162,4.05032676733412,Electronics
ORD162,C180,P6,2023-04-03,0,20,0,0.07645692412025636,0,Bargain Hunter,0.17680304569012814,216,352,1162,4.05032676733412,Electronics
ORD163,C206,P39,2023-03-17,0,10,0,0.0,0,Loyal,0.04187320037138129,849,1238,451,4.840675398307533,Home
ORD164,C429,P31,2023-06-21,0,20,0,0.3543371832862558,0,Impulse Buyer,0.37896333121210557,6,999,89,2.8874907645798435,Apparel
ORD165,C241,P5,2023-01-06,0,70,0,0.4151544021602499,0,Bargain Hunter,0.2995218760352502,162,192,282,3.7027946349124568,Apparel
ORD166,C294,P6,2023-02-12,3,20,0,0.24345757184983421,0,Bargain Hunter,0.23428491011849956,312,51,1162,4.05032676733412,Electronics
ORD167,C367,P16,2023-10-31,0,0,0,0.0,0,Loyal,0.08285644672523904,1319,239,165,3.916640338001015,Apparel
ORD168,C402,P48,2023-02-24,0,0,0,0.0,0,Loyal,0.07840846705942875,934,1676,555,4.510540840993616,Electronics
ORD169,C494,P16,2023-09-05,3,5,0,0.1893496579152756,0,Impulse Buyer,0.2788730647636701,70,2490,165,3.916640338001015,Apparel
ORD170,C196,P14,2023-11-17,5,50,1,0.15140255033598304,0,Bargain Hunter,0.2568847007465046,355,61,59,4.524741294619888,Home
ORD171,C351,P19,2023-03-14,2,20,0,0.18399621582725842,0,Bargain Hunter,0.28592945653861396,196,189,474,3.749824351318881,Beauty
ORD172,C55,P27,2023-02-16,0,20,0,0.28586089753366917,0,Impulse Buyer,0.31817858863764836,19,2055,87,3.8108470428218526,Footwear
ORD173,C455,P28,2023-07-23,2,20,0,0.06507322821893509,0,Bargain Hunter,0.15180608082591004,173,498,2435,3.5483213331196115,Electronics
ORD174,C178,P48,2023-09-17,0,0,0,0.18777799972799347,0,Impulse Buyer,0.26155544795420993,54,2084,555,4.510540840993616,Electronics
ORD175,C233,P24,2023-03-01,2,0,0,0.0,0,Loyal,0.021186750113699027,952,575,155,4.066046275346009,Beauty
ORD176,C470,P43,2023-07-14,10,20,0,0.5427307864080161,1,Impulse Buyer,0.25084491597949865,50,2574,155,3.988624901974323,Apparel
ORD177,C438,P37,2023-07-12,1,0,0,0.11808388979442158,0,Impulse Buyer,0.21630529791048536,35,854,2874,3.756952846971738,Electronics
ORD178,C167,P36,2023-02-08,10,0,0,0.0,0,Loyal,0.09885485163834501,1217,376,67,3.966202678281477,Beauty
ORD179,C468,P17,2023-07-29,3,0,0,0.05768313321976042,0,Loyal,0.0457641089617961,490,441,1562,4.173216926350948,Electronics
ORD180,C362,P37,2023-06-09,0,0,0,0.0,0,Loyal,0.0996702198226052,524,202,2874,3.756952846971738,Electronics
ORD181,C317,P36,2023-04-17,0,20,0,0.1582738381460131,0,Bargain Hunter,0.24675098838648252,45,299,67,3.966202678281477,Beauty
ORD182,C246,P14,2023-04-11,0,0,0,0.24045500457064295,0,Impulse Buyer,0.31463016985147774,38,2304,59,4.524741294619888,Home
ORD183,C186,P5,2023-11-09,0,10,1,0.0,0,Loyal,0.08761273378720708,1161,332,282,3.7027946349124568,Apparel
ORD184,C19,P47,2023-04-10,0,0,0,0.3061706959144045,0,Impulse Buyer,0.3843748470046234,78,555,93,4.3730199632038635,Beauty
ORD185,C424,P29,2023-03-02,0,0,0,0.0,0,Loyal,0.02507343240331628,681,1528,241,4.403405772536004,Home
ORD186,C31,P34,2023-06-18,1,0,0,0.25266158203460276,0,Impulse Buyer,0.31224868516954024,47,2760,179,3.3500297865112767,Footwear
ORD187,C199,P50,2023-11-06,0,5,1,0.3766758899711576,0,Impulse Buyer,0.30233140270945225,63,206,235,3.58835264631081,Home
ORD188,C103,P47,2023-06-09,3,70,0,0.1272676080562229,0,Bargain Hunter,0.20598677938918855,198,321,93,4.3730199632038635,Beauty
ORD189,C304,P47,2023-12-15,5,0,1,0.431870891183406,0,Impulse Buyer,0.3366367712890963,18,2985,93,4.3730199632038635,Beauty
ORD190,C120,P23,2023-08-23,2,5,0,0.12536990170165394,0,Impulse Buyer,0.2142377296920458,93,875,1443,3.2728795051134663,Electronics
ORD191,C94,P1,2023-04-08,10,30,0,0.5241110968239397,1,Bargain Hunter,0.25444865201096084,69,102,176,4.007564744581659,Footwear
ORD192,C94,P32,2023-12-22,10,20,1,0.1294291474484793,0,Bargain Hunter,0.25444865201096084,69,102,278,4.226683707271579,Home
ORD193,C309,P36,2023-03-31,2,0,0,0.0,0,Loyal,0.06404651743902881,819,1020,67,3.966202678281477,Beauty
ORD194,C244,P2,2023-12-14,0,10,1,0.44973483623649013,0,Impulse Buyer,0.32554161061428355,64,2701,155,2.778269247890009,Footwear
ORD195,C258,P19,2023-02-28,0,5,0,0.30082069657416194,0,Impulse Buyer,0.3864236564967225,68,455,474,3.749824351318881,Beauty
ORD196,C436,P41,2023-05-29,0,5,0,0.19558432651403398,0,Impulse Buyer,0.23233450882936055,18,2089,227,3.02369463251301,Apparel
ORD197,C485,P16,2023-10-24,0,20,0,0.09340239213993842,0,Bargain Hunter,0.17404181107412167,98,359,165,3.916640338001015,Apparel
ORD198,C156,P16,2023-01-14,3,10,0,0.12988053480937695,0,Impulse Buyer,0.20908927606829159,74,1135,165,3.916640338001015,Apparel
