order_id,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time
O28,Express,Ecom Express,Bangalore,Jaipur,1,2,1,1362,1,1,0.25,1.49
O29,Standard,BlueDart,Delhi,Mumbai,4,4,0,1670,1,3,0.05,2.72
O30,Standard,Delhivery,Kolkata,Jaipur,3,3,0,274,0,1,0.09,1.1
O31,Express,BlueDart,Hyderabad,Jaipur,2,2,0,1056,1,3,0.06,2.57
O32,Standard,BlueDart,Mumbai,Kolkata,3,3,0,985,1,2,0.23,1.89
O33,Standard,Ecom Express,Kolkata,Mumbai,5,6,1,1283,1,2,0.3,2.06
O34,Same-Day,Ecom Express,Hyderabad,Chennai,0,0,0,1751,1,2,0.16,1.46
O35,Standard,BlueDart,Kolkata,Jaipur,5,5,0,879,1,1,0.22,1.95
O36,Same-Day,Delhivery,Kolkata,Mumbai,1,1,0,1667,1,3,0.08,1.71
O37,Standard,Delhivery,Mumbai,Jaipur,4,4,0,321,0,2,0.26,1.74
O38,Same-Day,Ecom Express,Chennai,Jaipur,0,3,3,1252,1,1,0.1,2.41
O39,Standard,Ecom Express,Bangalore,Bangalore,6,7,1,147,0,1,0.24,1.43
O40,Express,Ecom Express,Mumbai,Mumbai,3,3,0,669,0,1,0.09,2.51
O41,Same-Day,BlueDart,Chennai,Jaipur,1,1,0,999,1,1,0.24,1.23
O42,Same-Day,Ecom Express,Bangalore,Jaipur,1,1,0,98,0,1,0.1,2.89
O43,Standard,Delhivery,Jaipur,Hyderabad,6,6,0,1534,1,3,0.23,2.0
O44,Standard,Delhivery,Kolkata,Kolkata,6,6,0,43,0,3,0.16,1.81
O45,Standard,Ecom Express,Lucknow,Jaipur,5,7,2,356,0,3,0.28,1.18
O46,Same-Day,Ecom Express,Kolkata,Chennai,0,1,1,815,1,1,0.13,1.34
O47,Standard,Ecom Express,Delhi,Jaipur,5,5,0,724,0,1,0.08,1.51
O48,Same-Day,Ecom Express,Lucknow,Kolkata,1,1,0,955,1,3,0.28,2.13
O49,Express,BlueDart,Chennai,Mumbai,1,1,0,965,1,3,0.06,2.01
O50,Express,Delhivery,Jaipur,Lucknow,2,4,2,162,0,2,0.2,2.91
O51,Same-Day,Delhivery,Lucknow,Chennai,1,2,1,1031,1,1,0.25,2.67
O52,Standard,Ecom Express,Delhi,Kolkata,6,7,1,904,1,2,0.14,1.57
O53,Same-Day,Ecom Express,Jaipur,Hyderabad,1,1,0,139,0,2,0.11,2.7
O54,Same-Day,Ecom Express,Jaipur,Lucknow,0,1,1,1882,1,1,0.2,2.88
O55,Same-Day,Ecom Express,Kolkata,Hyderabad,0,0,0,1328,1,1,0.14,1.36
O56,Standard,Delhivery,Bangalore,Hyderabad,4,5,1,163,0,3,0.13,2.53
O57,Same-Day,BlueDart,Kolkata,Mumbai,0,2,2,1481,1,3,0.23,2.94
O58,Standard,BlueDart,Hyderabad,Jaipur,5,5,0,1982,1,2,0.22,2.14
O59,Same-Day,Delhivery,Delhi,Bangalore,1,2,1,1983,1,2,0.06,1.96
O60,Express,BlueDart,Delhi,Kolkata,1,1,0,1567,1,2,0.07,2.82
O61,Same-Day,Delhivery,Kolkata,Chennai,1,2,1,487,0,1,0.06,2.86
O62,Express,Ecom Express,Lucknow,Kolkata,2,3,1,1430,1,2,0.2,2.81
O63,Same-Day,Delhivery,Chennai,Chennai,1,1,0,232,0,1,0.06,1.84
O64,Same-Day,Delhivery,Delhi,Jaipur,0,1,1,1299,1,2,0.16,2.23
O65,Same-Day,Delhivery,Bangalore,Chennai,0,1,1,1077,1,2,0.27,1.09
O66,Standard,Ecom Express,Mumbai,Hyderabad,5,5,0,498,0,3,0.23,1.67
O67,Standard,Delhivery,Delhi,Chennai,6,7,1,1429,1,1,0.23,2.89
O68,Standard,BlueDart,Lucknow,Bangalore,5,5,0,1916,1,2,0.06,2.29
O69,Standard,Ecom Express,Lucknow,Kolkata,5,6,1,899,1,2,0.13,1.37
O70,Standard,Delhivery,Chennai,Jaipur,6,8,2,166,0,2,0.08,1.66
O71,Express,BlueDart,Bangalore,Jaipur,1,2,1,1417,1,3,0.27,1.71
O72,Same-Day,Ecom Express,Delhi,Mumbai,1,3,2,749,0,1,0.09,2.22
O73,Same-Day,Ecom Express,Bangalore,Kolkata,1,2,1,746,0,3,0.09,1.9
O74,Same-Day,BlueDart,Hyderabad,Kolkata,1,2,1,820,1,1,0.06,1.37
O75,Same-Day,BlueDart,Lucknow,Chennai,1,2,1,444,0,1,0.08,2.71
O76,Same-Day,Delhivery,Chennai,Hyderabad,1,2,1,1372,1,2,0.26,2.42
O77,Standard,Delhivery,Lucknow,Chennai,3,4,1,416,0,1,0.14,2.14
O78,Standard,Ecom Express,Lucknow,Mumbai,5,5,0,820,1,3,0.15,1.82
O79,Standard,BlueDart,Delhi,Chennai,6,6,0,959,1,3,0.21,1.36
O80,Same-Day,BlueDart,Hyderabad,Chennai,0,3,3,627,0,2,0.29,2.04
O81,Standard,Ecom Express,Delhi,Bangalore,5,7,2,1263,1,3,0.29,1.31
O82,Standard,Ecom Express,Chennai,Jaipur,3,3,0,1947,1,3,0.1,2.14
O83,Same-Day,BlueDart,Hyderabad,Lucknow,1,2,1,1319,1,3,0.15,1.91
O84,Express,Delhivery,Kolkata,Hyderabad,2,3,1,422,0,3,0.13,2.98
O85,Same-Day,Delhivery,Chennai,Kolkata,0,0,0,658,0,2,0.11,1.19
O86,Standard,BlueDart,Hyderabad,Kolkata,5,5,0,1917,1,1,0.17,2.03
O87,Express,Delhivery,Kolkata,Bangalore,3,4,1,941,1,1,0.06,1.99
O88,Standard,BlueDart,Kolkata,Delhi,3,4,1,887,1,2,0.14,1.8
O89,Express,Ecom Express,Chennai,Mumbai,1,1,0,796,0,3,0.22,1.24
O90,Express,BlueDart,Bangalore,Mumbai,1,2,1,412,0,1,0.06,2.43
O91,Same-Day,BlueDart,Delhi,Delhi,0,0,0,676,0,2,0.3,2.48
O92,Same-Day,BlueDart,Bangalore,Mumbai,1,1,0,1456,1,2,0.13,1.22
O93,Express,Ecom Express,Hyderabad,Jaipur,2,3,1,1985,1,3,0.06,1.96
O94,Standard,Ecom Express,Mumbai,Mumbai,4,5,1,69,0,1,0.05,1.63
O95,Same-Day,Ecom Express,Bangalore,Bangalore,1,3,2,1792,1,3,0.08,1.41
O96,Express,BlueDart,Kolkata,Chennai,1,2,1,946,1,3,0.24,2.44
O97,Standard,Delhivery,Chennai,Jaipur,4,4,0,576,0,2,0.23,2.38
O98,Same-Day,Ecom Express,Jaipur,Jaipur,1,1,0,594,0,2,0.25,2.91
O99,Standard,BlueDart,Lucknow,Lucknow,5,5,0,1897,1,1,0.1,2.08
O100,Same-Day,Ecom Express,Hyderabad,Chennai,0,0,0,501,0,3,0.11,1.2
O101,Same-Day,BlueDart,Lucknow,Chennai,0,3,3,838,1,3,0.1,2.93
O102,Same-Day,Delhivery,Delhi,Mumbai,0,2,2,1100,1,2,0.27,1.35
O103,Express,Ecom Express,Mumbai,Chennai,1,4,3,23,0,2,0.12,2.98
O104,Express,Delhivery,Lucknow,Kolkata,1,1,0,1661,1,3,0.11,1.37
O105,Same-Day,BlueDart,Mumbai,Jaipur,1,1,0,1698,1,2,0.22,1.37
O106,Express,BlueDart,Kolkata,Jaipur,2,5,3,487,0,2,0.2,2.15
O107,Same-Day,BlueDart,Chennai,Kolkata,0,0,0,958,1,3,0.08,2.83
O108,Express,Ecom Express,Kolkata,Kolkata,1,3,2,936,1,2,0.23,2.83
O109,Same-Day,Ecom Express,Kolkata,Jaipur,0,0,0,1081,1,1,0.28,1.22
O110,Standard,BlueDart,Mumbai,Lucknow,4,6,2,676,0,3,0.1,2.17
O111,Standard,Ecom Express,Lucknow,Jaipur,6,8,2,940,1,3,0.25,2.45
O112,Standard,Delhivery,Bangalore,Jaipur,3,3,0,872,1,1,0.3,1.94
O113,Same-Day,BlueDart,Lucknow,Jaipur,1,3,2,771,0,2,0.14,2.37
O114,Standard,Delhivery,Bangalore,Delhi,6,6,0,1088,1,1,0.29,1.93
O115,Standard,Delhivery,Mumbai,Bangalore,6,6,0,713,0,1,0.25,1.84
O116,Standard,Delhivery,Hyderabad,Chennai,6,6,0,1229,1,3,0.06,1.88
O117,Express,Ecom Express,Kolkata,Bangalore,1,1,0,1675,1,3,0.2,2.35
O118,Same-Day,Delhivery,Delhi,Kolkata,0,0,0,851,1,3,0.22,2.11
O119,Express,BlueDart,Jaipur,Mumbai,3,5,2,857,1,1,0.24,1.95
O120,Same-Day,Ecom Express,Delhi,Delhi,1,2,1,1987,1,2,0.11,1.41
O121,Same-Day,Ecom Express,Bangalore,Lucknow,0,2,2,110,0,1,0.1,2.52
O122,Express,Delhivery,Hyderabad,Mumbai,2,4,2,1964,1,3,0.08,3.0
O123,Standard,BlueDart,Chennai,Lucknow,6,6,0,1879,1,2,0.17,2.3
O124,Standard,Delhivery,Kolkata,Lucknow,6,9,3,1564,1,2,0.15,2.13
O125,Same-Day,BlueDart,Hyderabad,Chennai,1,1,0,609,0,2,0.19,1.49
O126,Express,BlueDart,Delhi,Jaipur,3,3,0,1319,1,3,0.25,1.34
O127,Standard,Ecom Express,Bangalore,Kolkata,3,4,1,1723,1,1,0.15,2.69
O128,Standard,Ecom Express,Lucknow,Delhi,6,6,0,769,0,3,0.17,1.01
O129,Express,Ecom Express,Jaipur,Jaipur,3,6,3,592,0,1,0.08,1.19
O130,Express,BlueDart,Jaipur,Hyderabad,2,4,2,1633,1,2,0.19,2.98
O131,Express,Delhivery,Bangalore,Chennai,2,2,0,777,0,3,0.09,2.0
O132,Same-Day,Ecom Express,Lucknow,Kolkata,0,0,0,475,0,2,0.06,1.15
O133,Express,Delhivery,Jaipur,Chennai,1,3,2,1974,1,1,0.12,2.13
O134,Express,Ecom Express,Mumbai,Chennai,3,5,2,291,0,3,0.24,1.69
O135,Same-Day,Delhivery,Chennai,Hyderabad,1,4,3,1989,1,2,0.17,1.71
O136,Express,Delhivery,Mumbai,Bangalore,1,3,2,1586,1,1,0.12,1.76
O137,Express,BlueDart,Kolkata,Bangalore,1,1,0,192,0,2,0.08,1.17
O138,Standard,Delhivery,Kolkata,Mumbai,3,4,1,188,0,2,0.05,1.83
O139,Same-Day,Delhivery,Chennai,Mumbai,0,1,1,1408,1,2,0.12,1.29
O140,Express,Delhivery,Lucknow,Chennai,1,4,3,744,0,3,0.2,1.92
O141,Express,Ecom Express,Delhi,Chennai,2,2,0,906,1,2,0.13,2.89
O142,Express,BlueDart,Hyderabad,Jaipur,2,2,0,1510,1,2,0.14,2.63
O143,Same-Day,Delhivery,Lucknow,Mumbai,0,0,0,1401,1,3,0.1,2.6
O144,Same-Day,Delhivery,Jaipur,Jaipur,1,2,1,500,0,2,0.07,2.98
O145,Same-Day,BlueDart,Mumbai,Mumbai,1,1,0,1118,1,1,0.24,2.32
O146,Same-Day,BlueDart,Mumbai,Jaipur,1,3,2,1985,1,1,0.07,1.44
O147,Express,Ecom Express,Delhi,Hyderabad,2,2,0,806,1,2,0.3,1.97
O148,Standard,Delhivery,Lucknow,Lucknow,5,5,0,643,0,2,0.17,1.88
O149,Standard,Ecom Express,Mumbai,Delhi,3,3,0,51,0,3,0.25,2.86
O150,Express,Delhivery,Jaipur,Delhi,3,6,3,878,1,3,0.1,2.28
O151,Express,Delhivery,Chennai,Chennai,3,5,2,884,1,3,0.25,1.13
O152,Express,BlueDart,Kolkata,Hyderabad,1,1,0,542,0,3,0.15,1.79
O153,Standard,Delhivery,Delhi,Hyderabad,5,8,3,1886,1,2,0.08,1.61
O154,Express,BlueDart,Jaipur,Mumbai,2,5,3,1226,1,1,0.17,2.07
O155,Standard,Delhivery,Kolkata,Lucknow,5,5,0,1729,1,1,0.17,1.39
O156,Same-Day,BlueDart,Lucknow,Kolkata,1,1,0,856,1,1,0.07,1.06
O157,Same-Day,Ecom Express,Lucknow,Jaipur,1,2,1,349,0,3,0.18,2.15
O158,Same-Day,BlueDart,Mumbai,Hyderabad,1,3,2,1123,1,3,0.26,2.5
O159,Express,Delhivery,Kolkata,Hyderabad,1,3,2,1593,1,3,0.2,1.86
O160,Same-Day,Ecom Express,Delhi,Kolkata,1,2,1,1095,1,2,0.29,1.59
O161,Express,Delhivery,Delhi,Hyderabad,1,1,0,572,0,1,0.09,1.64
O162,Same-Day,BlueDart,Mumbai,Hyderabad,1,1,0,1290,1,3,0.25,2.54
O163,Express,Ecom Express,Bangalore,Bangalore,2,3,1,1951,1,3,0.07,2.94
O164,Same-Day,Delhivery,Lucknow,Hyderabad,1,1,0,451,0,2,0.13,1.57
O165,Express,Delhivery,Lucknow,Hyderabad,3,3,0,1566,1,1,0.08,2.72
O166,Standard,BlueDart,Mumbai,Jaipur,5,8,3,330,0,3,0.14,1.16
O167,Same-Day,Delhivery,Jaipur,Mumbai,1,1,0,1491,1,3,0.07,1.19
O168,Standard,BlueDart,Mumbai,Chennai,6,6,0,24,0,2,0.22,1.96
O169,Express,Delhivery,Delhi,Mumbai,2,3,1,1809,1,1,0.18,1.02
O170,Same-Day,Ecom Express,Lucknow,Lucknow,0,0,0,1888,1,1,0.07,1.2
O171,Express,BlueDart,Mumbai,Hyderabad,2,2,0,1625,1,1,0.19,2.2
O172,Express,Delhivery,Jaipur,Jaipur,1,1,0,1065,1,2,0.21,2.57
O173,Express,Delhivery,Kolkata,Chennai,3,3,0,1221,1,2,0.08,2.72
O174,Standard,BlueDart,Hyderabad,Chennai,3,4,1,1207,1,1,0.28,2.9
O175,Express,BlueDart,Mumbai,Bangalore,3,3,0,828,1,2,0.07,2.84
O176,Same-Day,Ecom Express,Hyderabad,Kolkata,0,1,1,640,0,1,0.11,2.85
O177,Express,Delhivery,Mumbai,Chennai,3,5,2,1523,1,1,0.23,2.4
O178,Same-Day,Ecom Express,Chennai,Chennai,1,3,2,346,0,3,0.27,2.54
O179,Standard,Ecom Express,Mumbai,Lucknow,5,6,1,1463,1,2,0.16,1.72
O180,Express,Ecom Express,Mumbai,Chennai,1,4,3,1836,1,1,0.24,1.01
O181,Express,Delhivery,Jaipur,Chennai,1,4,3,371,0,1,0.13,1.83
O182,Standard,Ecom Express,Bangalore,Chennai,3,6,3,372,0,2,0.07,1.93
O183,Standard,BlueDart,Hyderabad,Delhi,5,5,0,415,0,2,0.14,2.94
O184,Standard,BlueDart,Bangalore,Delhi,6,6,0,53,0,2,0.05,2.31
O185,Express,Delhivery,Chennai,Chennai,2,2,0,1973,1,1,0.06,1.46
O186,Standard,BlueDart,Mumbai,Hyderabad,3,3,0,1040,1,3,0.19,1.87
O187,Same-Day,Delhivery,Mumbai,Chennai,1,2,1,656,0,1,0.08,2.54
O188,Express,BlueDart,Hyderabad,Hyderabad,2,2,0,837,1,2,0.13,1.53
O189,Same-Day,BlueDart,Delhi,Chennai,0,2,2,445,0,1,0.23,2.94
O190,Standard,BlueDart,Hyderabad,Delhi,3,4,1,1954,1,1,0.17,2.61
O191,Standard,Ecom Express,Mumbai,Lucknow,4,5,1,1691,1,3,0.2,2.83
O192,Express,BlueDart,Mumbai,Mumbai,1,3,2,193,0,1,0.29,1.1
O193,Standard,BlueDart,Hyderabad,Delhi,6,9,3,1404,1,1,0.12,1.89
O194,Standard,Ecom Express,Lucknow,Jaipur,5,5,0,1026,1,1,0.07,1.77
O195,Same-Day,BlueDart,Lucknow,Chennai,0,2,2,788,0,3,0.25,1.69
O196,Standard,BlueDart,Bangalore,Mumbai,5,5,0,1227,1,2,0.18,2.53
O197,Same-Day,Delhivery,Jaipur,Chennai,0,0,0,1569,1,2,0.28,2.98
O198,Same-Day,Ecom Express,Kolkata,Jaipur,1,3,2,1876,1,3,0.19,2.13
O199,Express,Ecom Express,Hyderabad,Delhi,1,2,1,189,0,1,0.18,1.0
O200,Standard,Delhivery,Mumbai,Lucknow,3,3,0,307,0,3,0.27,2.92
O201,Standard,Delhivery,Jaipur,Lucknow,5,5,0,623,0,3,0.29,2.3
O202,Standard,Ecom Express,Chennai,Hyderabad,4,5,1,779,0,1,0.09,1.0
O203,Standard,Ecom Express,Hyderabad,Hyderabad,5,5,0,1891,1,3,0.19,2.87
O204,Express,Delhivery,Kolkata,Mumbai,2,5,3,348,0,2,0.05,1.42
O205,Express,Delhivery,Jaipur,Bangalore,2,2,0,1505,1,2,0.27,1.7
O206,Same-Day,Delhivery,Chennai,Hyderabad,0,0,0,338,0,1,0.13,2.9
O207,Same-Day,Delhivery,Kolkata,Bangalore,0,0,0,1125,1,3,0.3,2.79
O208,Express,Delhivery,Hyderabad,Bangalore,1,2,1,114,0,2,0.22,2.44
O209,Standard,BlueDart,Delhi,Chennai,3,3,0,809,1,1,0.14,1.86
O210,Standard,Ecom Express,Chennai,Chennai,3,5,2,57,0,1,0.17,1.23
O211,Same-Day,BlueDart,Kolkata,Bangalore,1,1,0,383,0,1,0.16,1.53
O212,Standard,Delhivery,Mumbai,Jaipur,4,4,0,1545,1,3,0.14,2.08
O213,Same-Day,BlueDart,Hyderabad,Lucknow,1,2,1,1982,1,2,0.12,1.79
O214,Same-Day,BlueDart,Delhi,Chennai,0,2,2,251,0,1,0.29,2.62
O215,Express,Ecom Express,Chennai,Kolkata,1,1,0,1689,1,2,0.28,2.83
O216,Same-Day,BlueDart,Bangalore,Chennai,1,1,0,1759,1,3,0.21,2.05
O217,Same-Day,Delhivery,Chennai,Bangalore,0,1,1,1899,1,3,0.27,2.76
O218,Express,Delhivery,Jaipur,Jaipur,1,4,3,357,0,1,0.15,2.76
O219,Standard,BlueDart,Chennai,Mumbai,5,5,0,1679,1,2,0.26,2.37
O220,Express,Delhivery,Hyderabad,Lucknow,3,6,3,858,1,2,0.1,2.65
O221,Standard,BlueDart,Delhi,Kolkata,3,4,1,642,0,3,0.27,1.06
O222,Express,Delhivery,Chennai,Mumbai,1,1,0,1885,1,2,0.26,2.01
O223,Express,BlueDart,Kolkata,Lucknow,2,2,0,1221,1,2,0.09,2.79
O224,Standard,Delhivery,Hyderabad,Hyderabad,4,5,1,1753,1,3,0.11,1.41
O225,Standard,Delhivery,Bangalore,Lucknow,6,8,2,1871,1,1,0.11,2.61
O226,Express,BlueDart,Jaipur,Mumbai,2,4,2,521,0,3,0.08,2.02
O227,Express,BlueDart,Chennai,Lucknow,3,3,0,226,0,3,0.13,1.55
O228,Standard,Ecom Express,Jaipur,Hyderabad,4,4,0,1847,1,3,0.13,1.28
O229,Express,Ecom Express,Hyderabad,Jaipur,2,3,1,1513,1,2,0.23,1.44
O230,Express,Ecom Express,Delhi,Bangalore,1,1,0,1726,1,2,0.07,1.26
O231,Express,Delhivery,Chennai,Mumbai,3,3,0,187,0,2,0.25,1.66
O232,Express,Ecom Express,Mumbai,Kolkata,1,3,2,1779,1,2,0.27,2.0
O233,Standard,BlueDart,Jaipur,Jaipur,4,6,2,286,0,3,0.27,2.97
O234,Express,BlueDart,Bangalore,Chennai,2,4,2,1297,1,1,0.16,1.42
O235,Standard,BlueDart,Jaipur,Chennai,6,6,0,1302,1,1,0.06,1.4
O236,Same-Day,Delhivery,Kolkata,Bangalore,0,1,1,1288,1,2,0.08,1.77
O237,Express,Ecom Express,Kolkata,Bangalore,2,2,0,938,1,2,0.27,2.99
O238,Express,Delhivery,Hyderabad,Jaipur,1,2,1,472,0,3,0.06,2.01
O239,Same-Day,Delhivery,Bangalore,Jaipur,1,3,2,1584,1,3,0.08,2.67
O240,Express,Ecom Express,Delhi,Chennai,1,1,0,1125,1,1,0.22,2.26
O241,Same-Day,Delhivery,Jaipur,Mumbai,1,1,0,1280,1,1,0.18,2.24
O242,Same-Day,Ecom Express,Hyderabad,Chennai,0,1,1,1598,1,2,0.23,1.59
O243,Express,Ecom Express,Mumbai,Delhi,2,4,2,485,0,1,0.26,2.34
O244,Same-Day,BlueDart,Chennai,Jaipur,0,0,0,940,1,2,0.06,2.63
O245,Same-Day,Delhivery,Bangalore,Chennai,0,0,0,199,0,1,0.22,1.34
O246,Standard,Delhivery,Jaipur,Chennai,5,5,0,1674,1,2,0.29,1.54
O247,Standard,Delhivery,Delhi,Chennai,3,5,2,276,0,1,0.15,2.18
O248,Express,Ecom Express,Delhi,Delhi,2,3,1,1257,1,2,0.28,1.23
O249,Express,Ecom Express,Hyderabad,Delhi,1,1,0,1447,1,3,0.27,2.04
O250,Same-Day,Ecom Express,Jaipur,Lucknow,0,1,1,991,1,1,0.26,2.12
O251,Express,BlueDart,Kolkata,Kolkata,2,2,0,1785,1,1,0.13,1.56
O252,Standard,Ecom Express,Lucknow,Chennai,3,4,1,945,1,1,0.26,1.89
O253,Express,Delhivery,Mumbai,Bangalore,2,3,1,78,0,3,0.29,2.28
O254,Express,BlueDart,Kolkata,Chennai,1,4,3,1677,1,3,0.24,2.2
O255,Express,BlueDart,Kolkata,Mumbai,2,2,0,1704,1,3,0.08,2.79
O256,Express,BlueDart,Hyderabad,Lucknow,3,5,2,406,0,2,0.26,1.38
O257,Express,Ecom Express,Delhi,Delhi,2,4,2,1353,1,2,0.05,2.47
O258,Standard,Delhivery,Jaipur,Mumbai,4,4,0,1501,1,3,0.2,2.77
O259,Standard,BlueDart,Lucknow,Chennai,5,6,1,819,1,1,0.08,2.21
O260,Same-Day,Ecom Express,Chennai,Bangalore,0,0,0,416,0,3,0.14,2.34
O261,Same-Day,BlueDart,Lucknow,Kolkata,1,1,0,1459,1,3,0.19,2.33
O262,Standard,Delhivery,Bangalore,Lucknow,3,4,1,56,0,1,0.12,2.57
O263,Same-Day,Delhivery,Kolkata,Kolkata,1,2,1,422,0,2,0.08,2.74
O264,Standard,BlueDart,Jaipur,Kolkata,5,5,0,1424,1,2,0.29,2.95
O265,Express,BlueDart,Hyderabad,Delhi,1,2,1,1275,1,3,0.23,2.3
O266,Same-Day,Ecom Express,Mumbai,Mumbai,0,1,1,607,0,1,0.29,2.47
O267,Same-Day,BlueDart,Bangalore,Mumbai,1,1,0,271,0,2,0.17,2.87
O268,Same-Day,Ecom Express,Kolkata,Chennai,1,3,2,1009,1,1,0.25,1.64
O269,Standard,Delhivery,Kolkata,Lucknow,6,6,0,1117,1,1,0.27,2.33
O270,Same-Day,Ecom Express,Bangalore,Kolkata,1,3,2,1154,1,1,0.22,1.89
O271,Same-Day,Delhivery,Jaipur,Kolkata,1,3,2,786,0,2,0.19,1.57
O272,Express,Delhivery,Kolkata,Kolkata,1,1,0,612,0,3,0.07,1.19
O273,Same-Day,Delhivery,Hyderabad,Jaipur,0,1,1,1776,1,3,0.26,2.76
O274,Express,Delhivery,Bangalore,Chennai,3,3,0,684,0,1,0.25,2.12
O275,Same-Day,BlueDart,Mumbai,Chennai,1,1,0,891,1,3,0.05,2.44
O276,Standard,BlueDart,Chennai,Kolkata,5,5,0,1905,1,3,0.07,2.53
O277,Standard,Ecom Express,Chennai,Delhi,4,4,0,284,0,3,0.09,2.35
O278,Standard,Ecom Express,Jaipur,Kolkata,3,3,0,90,0,3,0.19,1.17
O279,Standard,BlueDart,Hyderabad,Lucknow,4,6,2,457,0,1,0.1,2.6
O280,Express,Delhivery,Lucknow,Mumbai,3,3,0,142,0,2,0.14,2.34
O281,Standard,Ecom Express,Chennai,Mumbai,5,5,0,1000,1,3,0.2,2.13
O282,Express,Ecom Express,Jaipur,Hyderabad,1,3,2,1614,1,2,0.26,1.27
O283,Express,Ecom Express,Mumbai,Chennai,3,3,0,227,0,2,0.26,1.28
O284,Standard,Delhivery,Jaipur,Jaipur,3,3,0,1744,1,3,0.1,1.07
O285,Standard,Ecom Express,Chennai,Hyderabad,5,7,2,808,1,1,0.17,2.02
O286,Same-Day,BlueDart,Delhi,Mumbai,0,0,0,1555,1,1,0.19,2.13
O287,Standard,Delhivery,Chennai,Hyderabad,4,4,0,1564,1,2,0.11,2.34
O288,Standard,Ecom Express,Chennai,Mumbai,3,5,2,1333,1,3,0.12,2.09
O289,Same-Day,Delhivery,Jaipur,Bangalore,0,2,2,1063,1,2,0.25,1.69
O290,Express,Ecom Express,Chennai,Lucknow,1,1,0,476,0,1,0.09,1.31
O291,Same-Day,BlueDart,Hyderabad,Hyderabad,0,1,1,991,1,3,0.09,2.67
O292,Standard,Ecom Express,Delhi,Lucknow,4,5,1,1294,1,1,0.09,2.84
O293,Standard,BlueDart,Lucknow,Bangalore,5,6,1,1944,1,2,0.09,2.66
O294,Same-Day,BlueDart,Lucknow,Mumbai,1,1,0,348,0,3,0.2,1.46
O295,Same-Day,Delhivery,Delhi,Jaipur,1,2,1,1697,1,2,0.28,2.2
O296,Standard,Ecom Express,Jaipur,Mumbai,3,5,2,1841,1,3,0.16,2.75
O297,Express,Ecom Express,Mumbai,Bangalore,2,3,1,1211,1,2,0.08,1.95
O298,Express,Ecom Express,Bangalore,Hyderabad,2,2,0,392,0,3,0.18,2.04
O299,Express,Ecom Express,Chennai,Bangalore,1,2,1,321,0,2,0.26,1.85
O300,Express,Delhivery,Kolkata,Chennai,3,6,3,1610,1,3,0.19,1.51
O301,Standard,Ecom Express,Delhi,Jaipur,3,5,2,1536,1,1,0.1,1.8
