order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod
O150,C2,P2,2026-02-01,Sunday,16,1,1799,719.6,40,1079.4,COD,1
O151,C29,P6,2026-02-25,Wednesday,12,1,3199,1279.6000000000001,40,1919.3999999999999,COD,1
O152,C57,P1,2026-03-10,Tuesday,5,2,11999,2399.8,20,9599.2,COD,1
O153,C43,P1,2026-01-15,Thursday,11,2,11999,3599.7,30,8399.3,Card,0
O154,C63,P1,2026-01-24,Saturday,11,3,11999,1199.9,10,10799.1,Card,0
O155,C17,P1,2026-03-13,Friday,5,2,11999,2399.8,20,9599.2,COD,1
O156,C71,P4,2026-02-19,Thursday,17,3,24990,7497.0,30,17493.0,UPI,0
O157,C50,P5,2026-01-29,Thursday,9,1,3499,699.8000000000001,20,2799.2,COD,1
O158,C28,P1,2026-02-04,Wednesday,17,2,11999,4799.6,40,7199.4,COD,1
O159,C57,P5,2026-01-05,Monday,14,2,3499,699.8000000000001,20,2799.2,COD,1
O160,C19,P4,2026-03-20,Friday,4,1,24990,2499.0,10,22491.0,COD,1
O161,C56,P1,2026-03-15,Sunday,8,3,11999,0.0,0,11999.0,COD,1
O162,C28,P3,2026-02-01,Sunday,21,2,39999,11999.699999999999,30,27999.300000000003,COD,1
O163,C96,P4,2026-02-21,Saturday,16,3,24990,4998.0,20,19992.0,Card,0
O164,C100,P4,2026-03-23,Monday,21,3,24990,4998.0,20,19992.0,COD,1
O165,C72,P5,2026-03-12,Thursday,18,1,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O166,C67,P5,2026-02-28,Saturday,0,2,3499,349.90000000000003,10,3149.1,Card,0
O167,C48,P6,2026-03-27,Friday,20,1,3199,0.0,0,3199.0,UPI,0
O168,C44,P6,2026-01-28,Wednesday,15,1,3199,319.90000000000003,10,2879.1,Card,0
O169,C74,P6,2026-01-30,Friday,12,1,3199,0.0,0,3199.0,COD,1
O170,C60,P4,2026-02-26,Thursday,11,3,24990,2499.0,10,22491.0,Card,0
O171,C31,P6,2026-01-16,Friday,18,3,3199,959.6999999999999,30,2239.3,UPI,0
O172,C13,P3,2026-03-19,Thursday,9,3,39999,0.0,0,39999.0,Card,0
O173,C80,P3,2026-01-31,Saturday,15,2,39999,0.0,0,39999.0,COD,1
O174,C49,P6,2026-02-23,Monday,11,3,3199,319.90000000000003,10,2879.1,UPI,0
O175,C68,P6,2026-02-20,Friday,16,2,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O176,C85,P5,2026-03-10,Tuesday,10,2,3499,1399.6000000000001,40,2099.3999999999996,Card,0
O177,C35,P3,2026-01-15,Thursday,14,3,39999,15999.6,40,23999.4,COD,1
O178,C49,P5,2026-01-21,Wednesday,15,2,3499,1399.6000000000001,40,2099.3999999999996,Card,0
O179,C22,P4,2026-01-04,Sunday,10,2,24990,4998.0,20,19992.0,Card,0
O180,C80,P2,2026-03-05,Thursday,18,1,1799,359.8,20,1439.2,COD,1
O181,C49,P1,2026-01-02,Friday,7,1,11999,3599.7,30,8399.3,UPI,0
O182,C29,P3,2026-02-10,Tuesday,8,1,39999,15999.6,40,23999.4,UPI,0
O183,C12,P3,2026-02-09,Monday,10,1,39999,15999.6,40,23999.4,UPI,0
O184,C9,P2,2026-01-26,Monday,23,3,1799,179.9,10,1619.1,COD,1
O185,C6,P1,2026-02-09,Monday,3,1,11999,4799.6,40,7199.4,COD,1
O186,C30,P4,2026-02-22,Sunday,22,2,24990,7497.0,30,17493.0,Card,0
O187,C49,P4,2026-01-31,Saturday,9,2,24990,4998.0,20,19992.0,UPI,0
O188,C43,P5,2026-01-14,Wednesday,4,1,3499,349.90000000000003,10,3149.1,UPI,0
O189,C29,P5,2026-01-12,Monday,5,3,3499,699.8000000000001,20,2799.2,Card,0
O190,C2,P2,2026-02-20,Friday,16,1,1799,359.8,20,1439.2,UPI,0
O191,C16,P5,2026-01-18,Sunday,3,1,3499,0.0,0,3499.0,COD,1
O192,C93,P3,2026-01-10,Saturday,0,1,39999,3999.9,10,35999.1,Card,0
O193,C33,P3,2026-03-15,Sunday,13,3,39999,11999.699999999999,30,27999.300000000003,UPI,0
O194,C13,P4,2026-01-20,Tuesday,1,3,24990,9996.0,40,14994.0,Card,0
O195,C29,P5,2026-02-23,Monday,6,3,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O196,C37,P5,2026-03-06,Friday,10,2,3499,699.8000000000001,20,2799.2,COD,1
O197,C49,P3,2026-01-21,Wednesday,3,1,39999,3999.9,10,35999.1,UPI,0
O198,C83,P3,2026-01-23,Friday,5,1,39999,15999.6,40,23999.4,UPI,0
O199,C33,P1,2026-01-25,Sunday,15,3,11999,2399.8,20,9599.2,COD,1
O200,C78,P3,2026-01-26,Monday,4,2,39999,3999.9,10,35999.1,UPI,0
O201,C88,P6,2026-02-17,Tuesday,22,3,3199,959.6999999999999,30,2239.3,Card,0
O202,C43,P3,2026-01-23,Friday,22,3,39999,15999.6,40,23999.4,UPI,0
O203,C57,P5,2026-03-31,Tuesday,18,2,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O204,C74,P5,2026-01-19,Monday,10,3,3499,0.0,0,3499.0,COD,1
O205,C45,P6,2026-02-14,Saturday,8,1,3199,0.0,0,3199.0,COD,1
O206,C31,P5,2026-02-18,Wednesday,3,2,3499,1399.6000000000001,40,2099.3999999999996,Card,0
O207,C68,P2,2026-01-10,Saturday,10,1,1799,539.6999999999999,30,1259.3000000000002,COD,1
O208,C51,P2,2026-04-01,Wednesday,0,2,1799,179.9,10,1619.1,Card,0
O209,C99,P4,2026-02-03,Tuesday,21,2,24990,4998.0,20,19992.0,COD,1
O210,C49,P6,2026-02-07,Saturday,21,3,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O211,C32,P5,2026-02-20,Friday,15,2,3499,699.8000000000001,20,2799.2,COD,1
O212,C70,P3,2026-03-01,Sunday,8,1,39999,7999.8,20,31999.2,Card,0
O213,C88,P3,2026-03-17,Tuesday,7,3,39999,0.0,0,39999.0,UPI,0
O214,C35,P2,2026-01-05,Monday,16,3,1799,719.6,40,1079.4,Card,0
O215,C86,P4,2026-01-17,Saturday,1,2,24990,0.0,0,24990.0,Card,0
O216,C94,P4,2026-01-09,Friday,2,2,24990,9996.0,40,14994.0,UPI,0
O217,C27,P2,2026-02-23,Monday,3,2,1799,179.9,10,1619.1,COD,1
O218,C75,P6,2026-02-19,Thursday,20,2,3199,1279.6000000000001,40,1919.3999999999999,Card,0
O219,C74,P1,2026-01-07,Wednesday,23,2,11999,2399.8,20,9599.2,UPI,0
O220,C16,P1,2026-01-30,Friday,4,2,11999,3599.7,30,8399.3,UPI,0
O221,C65,P6,2026-03-04,Wednesday,16,2,3199,0.0,0,3199.0,Card,0
O222,C89,P4,2026-01-25,Sunday,6,1,24990,2499.0,10,22491.0,COD,1
O223,C5,P5,2026-03-23,Monday,3,3,3499,0.0,0,3499.0,COD,1
O224,C47,P5,2026-03-30,Monday,2,2,3499,0.0,0,3499.0,UPI,0
O225,C5,P4,2026-03-25,Wednesday,13,3,24990,0.0,0,24990.0,Card,0
O226,C21,P1,2026-04-01,Wednesday,20,2,11999,3599.7,30,8399.3,UPI,0
O227,C52,P3,2026-03-13,Friday,20,3,39999,15999.6,40,23999.4,UPI,0
O228,C100,P1,2026-03-25,Wednesday,22,3,11999,2399.8,20,9599.2,COD,1
O229,C13,P1,2026-03-25,Wednesday,15,2,11999,2399.8,20,9599.2,UPI,0
O230,C42,P1,2026-03-23,Monday,15,3,11999,2399.8,20,9599.2,Card,0
O231,C21,P4,2026-02-03,Tuesday,23,3,24990,2499.0,10,22491.0,Card,0
O232,C36,P3,2026-02-03,Tuesday,18,2,39999,11999.699999999999,30,27999.300000000003,COD,1
O233,C13,P6,2026-03-29,Sunday,12,3,3199,639.8000000000001,20,2559.2,UPI,0
O234,C29,P5,2026-01-19,Monday,10,3,3499,349.90000000000003,10,3149.1,COD,1
O235,C29,P6,2026-01-22,Thursday,18,1,3199,959.6999999999999,30,2239.3,COD,1
O236,C68,P3,2026-01-02,Friday,10,3,39999,3999.9,10,35999.1,COD,1
O237,C51,P2,2026-03-17,Tuesday,9,1,1799,0.0,0,1799.0,COD,1
O238,C75,P5,2026-02-13,Friday,15,2,3499,349.90000000000003,10,3149.1,COD,1
O239,C75,P1,2026-02-16,Monday,22,3,11999,0.0,0,11999.0,UPI,0
O240,C82,P6,2026-01-07,Wednesday,22,1,3199,959.6999999999999,30,2239.3,UPI,0
O241,C62,P1,2026-02-08,Sunday,13,3,11999,0.0,0,11999.0,Card,0
O242,C82,P3,2026-02-06,Friday,3,1,39999,11999.699999999999,30,27999.300000000003,COD,1
O243,C2,P1,2026-01-06,Tuesday,17,2,11999,1199.9,10,10799.1,Card,0
O244,C46,P1,2026-01-12,Monday,16,1,11999,0.0,0,11999.0,UPI,0
O245,C61,P2,2026-01-06,Tuesday,9,2,1799,359.8,20,1439.2,UPI,0
O246,C76,P3,2026-02-15,Sunday,14,3,39999,7999.8,20,31999.2,Card,0
O247,C49,P2,2026-02-19,Thursday,22,2,1799,539.6999999999999,30,1259.3000000000002,Card,0
O248,C38,P2,2026-03-14,Saturday,21,2,1799,179.9,10,1619.1,Card,0
O249,C90,P2,2026-02-26,Thursday,1,1,1799,359.8,20,1439.2,Card,0
O250,C16,P5,2026-03-30,Monday,22,3,3499,0.0,0,3499.0,UPI,0
O251,C86,P1,2026-03-20,Friday,1,1,11999,1199.9,10,10799.1,Card,0
O252,C99,P6,2026-03-06,Friday,7,3,3199,959.6999999999999,30,2239.3,UPI,0
O253,C96,P4,2026-01-16,Friday,15,3,24990,0.0,0,24990.0,COD,1
O254,C6,P1,2026-03-07,Saturday,17,1,11999,3599.7,30,8399.3,UPI,0
O255,C62,P1,2026-02-27,Friday,3,1,11999,1199.9,10,10799.1,COD,1
O256,C59,P3,2026-03-05,Thursday,4,3,39999,11999.699999999999,30,27999.300000000003,COD,1
O257,C9,P2,2026-01-14,Wednesday,13,1,1799,719.6,40,1079.4,COD,1
O258,C48,P4,2026-03-12,Thursday,13,3,24990,7497.0,30,17493.0,Card,0
O259,C6,P2,2026-03-06,Friday,12,2,1799,719.6,40,1079.4,Card,0
O260,C32,P6,2026-03-07,Saturday,9,3,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O261,C85,P1,2026-04-01,Wednesday,20,1,11999,4799.6,40,7199.4,Card,0
O262,C88,P6,2026-03-28,Saturday,23,3,3199,639.8000000000001,20,2559.2,UPI,0
O263,C86,P3,2026-02-06,Friday,21,2,39999,3999.9,10,35999.1,COD,1
O264,C19,P3,2026-03-13,Friday,7,3,39999,15999.6,40,23999.4,UPI,0
O265,C20,P5,2026-02-10,Tuesday,17,1,3499,0.0,0,3499.0,Card,0
O266,C89,P3,2026-03-17,Tuesday,17,3,39999,15999.6,40,23999.4,COD,1
O267,C58,P4,2026-01-16,Friday,12,1,24990,7497.0,30,17493.0,UPI,0
O268,C99,P2,2026-01-20,Tuesday,10,3,1799,0.0,0,1799.0,Card,0
O269,C60,P4,2026-01-29,Thursday,5,3,24990,0.0,0,24990.0,Card,0
O270,C1,P3,2026-02-12,Thursday,11,2,39999,3999.9,10,35999.1,Card,0
O271,C86,P5,2026-03-24,Tuesday,19,3,3499,349.90000000000003,10,3149.1,COD,1
O272,C86,P1,2026-03-08,Sunday,11,3,11999,4799.6,40,7199.4,UPI,0
O273,C77,P1,2026-03-10,Tuesday,17,1,11999,0.0,0,11999.0,COD,1
O274,C80,P1,2026-02-25,Wednesday,20,1,11999,1199.9,10,10799.1,COD,1
O275,C49,P1,2026-01-30,Friday,8,2,11999,3599.7,30,8399.3,UPI,0
O276,C92,P3,2026-01-09,Friday,23,3,39999,0.0,0,39999.0,Card,0
O277,C40,P1,2026-02-26,Thursday,12,2,11999,0.0,0,11999.0,UPI,0
O278,C92,P4,2026-03-24,Tuesday,11,1,24990,9996.0,40,14994.0,Card,0
O279,C11,P3,2026-02-14,Saturday,6,2,39999,15999.6,40,23999.4,COD,1
O280,C63,P4,2026-01-07,Wednesday,17,2,24990,9996.0,40,14994.0,COD,1
O281,C26,P6,2026-01-31,Saturday,3,2,3199,1279.6000000000001,40,1919.3999999999999,COD,1
O282,C34,P1,2026-02-16,Monday,10,2,11999,1199.9,10,10799.1,COD,1
O283,C76,P1,2026-03-03,Tuesday,14,2,11999,2399.8,20,9599.2,UPI,0
O284,C77,P5,2026-01-26,Monday,8,3,3499,0.0,0,3499.0,Card,0
O285,C100,P5,2026-02-03,Tuesday,17,3,3499,1049.7,30,2449.3,Card,0
O286,C58,P4,2026-02-16,Monday,16,1,24990,2499.0,10,22491.0,Card,0
O287,C34,P3,2026-01-19,Monday,23,3,39999,11999.699999999999,30,27999.300000000003,UPI,0
O288,C97,P3,2026-03-08,Sunday,11,2,39999,11999.699999999999,30,27999.300000000003,UPI,0
O289,C45,P6,2026-02-18,Wednesday,20,2,3199,639.8000000000001,20,2559.2,Card,0
O290,C91,P3,2026-03-03,Tuesday,19,1,39999,15999.6,40,23999.4,COD,1
O291,C39,P5,2026-01-16,Friday,21,1,3499,1049.7,30,2449.3,UPI,0
O292,C88,P6,2026-02-01,Sunday,1,1,3199,1279.6000000000001,40,1919.3999999999999,Card,0
O293,C51,P1,2026-03-08,Sunday,12,3,11999,4799.6,40,7199.4,Card,0
O294,C8,P4,2026-01-19,Monday,18,1,24990,9996.0,40,14994.0,Card,0
O295,C75,P2,2026-02-19,Thursday,4,1,1799,0.0,0,1799.0,COD,1
O296,C97,P5,2026-03-06,Friday,3,1,3499,1049.7,30,2449.3,Card,0
O297,C42,P3,2026-03-31,Tuesday,16,2,39999,3999.9,10,35999.1,UPI,0
O298,C34,P5,2026-01-30,Friday,2,2,3499,1399.6000000000001,40,2099.3999999999996,Card,0
O299,C45,P1,2026-03-25,Wednesday,6,3,11999,2399.8,20,9599.2,UPI,0
