order_id,customer_id,product_id,order_date,delivery_delay,discount_pct,is_holiday_season,return_probability,is_returned,persona,base_return_rate,customer_tenure_days,avg_order_value,price,rating,category
ORD39,C131,P13,2023-04-10,0,20,0,0.3185680615554767,0,Bargain Hunter,0.3310763952838527,274,125,173,2.6391124945231805,Apparel
ORD40,C67,P19,2023-10-12,1,20,0,0.0081599349182462,0,Bargain Hunter,0.1510123167692437,347,433,474,3.749824351318881,Beauty
ORD41,C33,P25,2023-06-23,0,0,0,0.2168157019260162,0,Impulse Buyer,0.2512136645522648,9,2942,176,4.514323591958066,Beauty
ORD42,C49,P44,2023-01-16,2,20,0,0.2333619430451152,0,Impulse Buyer,0.3361410903109534,44,1176,288,4.059042282133031,Beauty
ORD43,C456,P36,2023-01-28,0,70,0,0.1321986939058938,0,Bargain Hunter,0.1974055714216672,19,336,67,3.966202678281477,Beauty
ORD44,C76,P48,2023-08-27,1,50,0,0.2740954892955066,0,Bargain Hunter,0.3489101021594681,55,207,555,4.510540840993616,Electronics
ORD45,C208,P20,2023-11-23,0,10,1,0.0,0,Loyal,0.0581802007613971,509,736,152,3.822344635799018,Beauty
ORD46,C344,P6,2023-10-18,0,20,0,0.0981410553438551,0,Bargain Hunter,0.2303861827218484,245,294,1162,4.05032676733412,Electronics
ORD47,C144,P42,2023-02-18,1,0,0,0.2352101866369233,0,Impulse Buyer,0.296333397592823,39,1305,74,3.890408322238115,Apparel
ORD48,C495,P46,2023-02-26,1,10,0,0.0,0,Loyal,0.0746310768603845,791,1090,330,4.67884661212699,Home
ORD49,C365,P6,2023-03-15,0,0,0,0.2859350617537784,0,Impulse Buyer,0.3754921725260761,92,2782,1162,4.05032676733412,Electronics
ORD50,C191,P17,2023-07-16,3,0,0,0.2835367933435211,0,Impulse Buyer,0.227765434529882,4,999,1562,4.173216926350948,Electronics
ORD51,C189,P15,2023-06-08,0,5,0,0.0,0,Loyal,0.0670060768885053,475,1975,69,4.43999453734286,Home
ORD52,C473,P34,2023-01-05,1,20,0,0.0,0,Loyal,0.0269514175389041,1033,1214,179,3.3500297865112767,Footwear
ORD53,C294,P47,2023-01-08,1,70,0,0.135789147718629,0,Bargain Hunter,0.2342849101184995,312,51,93,4.373019963203864,Beauty
ORD54,C192,P13,2023-11-16,0,20,1,0.3154591483215765,0,Bargain Hunter,0.3293576819812023,164,244,173,2.6391124945231805,Apparel
ORD55,C243,P14,2023-02-13,2,0,0,0.2338184400713399,0,Impulse Buyer,0.3085698621226818,6,297,59,4.524741294619888,Home
ORD56,C67,P20,2023-10-30,5,70,0,0.0145360066845833,0,Bargain Hunter,0.1510123167692437,347,433,152,3.822344635799018,Beauty
ORD57,C182,P25,2023-05-10,5,0,0,0.3350748900449307,0,Impulse Buyer,0.3806302117353253,98,863,176,4.514323591958066,Beauty
ORD58,C198,P7,2023-03-26,10,0,0,0.2829986926238413,0,Loyal,0.0819469359018138,578,1344,55,3.0613185629909045,Apparel
ORD59,C250,P5,2023-05-03,10,50,0,0.6108679208386083,1,Bargain Hunter,0.1721263473910414,225,277,282,3.7027946349124568,Apparel
ORD60,C483,P50,2023-07-07,0,0,0,0.0,0,Loyal,0.093310734779264,761,218,235,3.58835264631081,Home
ORD61,C70,P2,2023-04-05,1,20,0,0.0,0,Loyal,0.0392859728343341,765,1727,155,2.778269247890009,Footwear
ORD62,C171,P16,2023-08-14,10,0,0,0.268562945703265,0,Loyal,0.072254295745202,1135,908,165,3.916640338001015,Apparel
ORD63,C402,P2,2023-03-28,0,0,0,0.0,0,Loyal,0.0784084670594287,934,1676,155,2.778269247890009,Footwear
ORD64,C363,P8,2023-09-22,10,20,0,0.7569400888468837,1,Impulse Buyer,0.2448881143673321,89,992,191,2.108531332137048,Apparel
ORD65,C215,P40,2023-06-06,2,50,0,0.0895030507273,0,Bargain Hunter,0.1703564945240807,79,247,486,4.4660068471489325,Beauty
ORD66,C281,P33,2023-03-12,2,0,0,0.0,0,Loyal,0.0603676298177396,1289,1030,1055,4.600713015644724,Electronics
ORD67,C232,P31,2023-07-04,3,10,0,0.0,0,Loyal,0.0196029325102092,682,1804,89,2.8874907645798435,Apparel
ORD68,C91,P41,2023-04-01,0,30,0,0.0530958316275643,0,Bargain Hunter,0.1810083233455488,134,239,227,3.02369463251301,Apparel
ORD69,C435,P34,2023-03-24,1,30,0,0.18170301937603,0,Bargain Hunter,0.3079397014284958,297,232,179,3.3500297865112767,Footwear
ORD70,C193,P28,2023-03-13,10,30,0,0.3724449659917924,0,Bargain Hunter,0.3446220698540208,131,110,2435,3.5483213331196115,Electronics
ORD71,C102,P21,2023-11-27,1,5,1,0.0154498369294385,0,Loyal,0.0184485961073162,852,1824,157,2.642209619114287,Footwear
ORD72,C196,P23,2023-10-29,1,30,0,0.1369821192577152,0,Bargain Hunter,0.2568847007465046,355,61,1443,3.2728795051134663,Electronics
ORD73,C287,P3,2023-09-05,2,0,0,0.0,0,Loyal,0.0405344121306571,943,1452,167,4.502610943912472,Home
ORD74,C61,P47,2023-10-14,1,0,0,0.0,0,Loyal,0.0996628329782132,817,453,93,4.373019963203864,Beauty
ORD75,C417,P11,2023-07-19,0,20,0,0.0,0,Loyal,0.0774245475191154,765,1776,620,4.29321182684572,Electronics
ORD76,C491,P16,2023-12-30,0,50,1,0.3076161576388165,0,Bargain Hunter,0.2259571560358459,337,331,165,3.916640338001015,Apparel
ORD77,C186,P19,2023-09-04,3,0,0,0.0,0,Loyal,0.087612733787207,1161,332,474,3.749824351318881,Beauty
ORD78,C232,P12,2023-02-28,3,0,0,0.0,0,Loyal,0.0196029325102092,682,1804,1756,4.67972260573344,Electronics
ORD79,C218,P11,2023-02-05,1,20,0,0.087690638076945,0,Bargain Hunter,0.1660467491323284,40,292,620,4.29321182684572,Electronics
ORD80,C68,P42,2023-10-08,0,10,0,0.0,0,Loyal,0.0722705677923424,1321,1943,74,3.890408322238115,Apparel
ORD81,C323,P34,2023-07-18,0,20,0,0.1825039272953031,0,Impulse Buyer,0.2544290274459925,19,2671,179,3.3500297865112767,Footwear
ORD82,C20,P20,2023-09-22,10,5,0,0.2230346109534079,0,Impulse Buyer,0.3041668520051647,85,2443,152,3.822344635799018,Beauty
ORD83,C140,P45,2023-10-14,1,20,0,0.2342158735777433,0,Bargain Hunter,0.3143720118580712,203,171,477,4.7978013550940135,Beauty
ORD84,C38,P29,2023-06-28,0,0,0,0.187171411247562,0,Impulse Buyer,0.2579502905827536,66,1919,241,4.403405772536004,Home
ORD85,C465,P47,2023-11-27,1,70,1,0.2653417269429771,0,Bargain Hunter,0.3373211384589922,10,334,93,4.373019963203864,Beauty
ORD86,C164,P18,2023-10-14,10,0,0,0.6656634931133419,1,Impulse Buyer,0.3838353103671119,56,109,127,4.156992693858071,Apparel
ORD87,C379,P43,2023-12-09,0,70,1,0.3982130098225649,0,Bargain Hunter,0.3261741518397856,258,363,155,3.988624901974323,Apparel
ORD88,C450,P30,2023-07-14,5,10,0,0.0,0,Loyal,0.0561353684685224,1201,492,396,4.061663079654576,Home
ORD89,C13,P22,2023-09-22,0,0,0,0.0,0,Loyal,0.0715809723860941,1320,1590,450,4.195473602402838,Beauty
ORD90,C376,P19,2023-05-19,1,0,0,0.3005697643235678,0,Impulse Buyer,0.3734588401919605,13,1804,474,3.749824351318881,Beauty
ORD91,C277,P23,2023-11-06,0,0,1,0.3033539902895124,0,Impulse Buyer,0.2419811186191171,62,822,1443,3.2728795051134663,Electronics
ORD92,C500,P11,2023-03-01,0,50,0,0.1857768612307468,0,Bargain Hunter,0.2734703514825948,61,422,620,4.29321182684572,Electronics
ORD93,C19,P41,2023-04-04,0,0,0,0.3217740614009881,0,Impulse Buyer,0.3843748470046234,78,555,227,3.02369463251301,Apparel
ORD94,C430,P27,2023-11-19,1,0,1,0.0,0,Loyal,0.0805449298076975,879,1094,87,3.8108470428218526,Footwear
ORD95,C74,P9,2023-10-25,1,50,0,0.12990414113358,0,Bargain Hunter,0.2505274186210384,326,333,2706,4.902806684413314,Electronics
ORD96,C98,P18,2023-11-07,3,0,1,0.3438272000003586,0,Impulse Buyer,0.2867041475161484,55,1181,127,4.156992693858071,Apparel
ORD97,C278,P16,2023-08-19,2,0,0,0.0,0,Loyal,0.0271618948597299,650,628,165,3.916640338001015,Apparel
ORD98,C488,P26,2023-06-19,0,20,0,0.3399838374072297,0,Bargain Hunter,0.2692970949970843,300,273,299,2.320985723635313,Footwear
ORD99,C362,P12,2023-10-06,2,0,0,0.0,0,Loyal,0.0996702198226052,524,202,1756,4.67972260573344,Electronics
ORD100,C348,P33,2023-01-02,0,20,0,0.0786618828247326,0,Bargain Hunter,0.2209244315281553,333,207,1055,4.600713015644724,Electronics
ORD101,C29,P22,2023-07-04,10,50,0,0.1230175342156031,0,Bargain Hunter,0.1627116700572047,71,456,450,4.195473602402838,Beauty
ORD102,C425,P1,2023-11-09,10,5,1,0.8163873093164685,1,Impulse Buyer,0.3792442605370076,6,2156,176,4.007564744581659,Footwear
ORD103,C138,P3,2023-05-24,0,0,0,0.203985906086945,0,Impulse Buyer,0.2234134032855211,9,2735,167,4.502610943912472,Home
ORD104,C152,P32,2023-08-25,2,20,0,0.0604436422753833,0,Bargain Hunter,0.1586801566596345,212,262,278,4.226683707271579,Home
ORD105,C178,P14,2023-01-30,0,0,0,0.1939087962646971,0,Impulse Buyer,0.2615554479542099,54,2084,59,4.524741294619888,Home
ORD106,C332,P24,2023-01-24,0,0,0,0.1856478672981429,0,Impulse Buyer,0.2594698014745101,72,2835,155,4.066046275346009,Beauty
ORD107,C211,P42,2023-01-25,1,0,0,0.3129929041900218,0,Impulse Buyer,0.3473644950789826,8,722,74,3.890408322238115,Apparel
ORD108,C41,P29,2023-11-13,0,70,1,0.0867665057221159,0,Bargain Hunter,0.204426449876927,130,332,241,4.403405772536004,Home
ORD109,C249,P35,2023-09-04,0,0,0,0.2653896549990964,0,Impulse Buyer,0.3509270583720233,38,1241,166,4.065915573102671,Electronics
ORD110,C322,P42,2023-12-28,1,5,1,0.0,0,Loyal,0.0513713361485018,472,330,74,3.890408322238115,Apparel
ORD111,C315,P38,2023-12-03,5,0,1,0.904408438440423,1,Impulse Buyer,0.3220809334015915,98,1433,135,2.150355856501963,Apparel
ORD112,C404,P25,2023-07-30,2,30,0,0.1726706851508802,0,Bargain Hunter,0.2929848080404495,280,323,176,4.514323591958066,Beauty
ORD113,C286,P2,2023-11-19,0,5,1,0.3356536866493186,0,Impulse Buyer,0.2462149593176142,72,2590,155,2.778269247890009,Footwear
ORD114,C499,P47,2023-09-24,3,20,0,0.1221708873583505,0,Bargain Hunter,0.2203245374479268,343,339,93,4.373019963203864,Beauty
ORD115,C416,P15,2023-03-05,0,70,0,0.1822206264782327,0,Bargain Hunter,0.3014118535222446,276,151,69,4.43999453734286,Home
ORD116,C371,P17,2023-11-29,0,50,1,0.3032288394504738,0,Bargain Hunter,0.3482950670290096,49,163,1562,4.173216926350948,Electronics
ORD117,C406,P43,2023-11-10,10,20,1,0.4356870601819274,0,Bargain Hunter,0.1682328980812383,88,57,155,3.988624901974323,Apparel
ORD118,C136,P15,2023-04-23,0,10,0,0.0,0,Loyal,0.0976823387680969,998,597,69,4.43999453734286,Home
ORD119,C492,P11,2023-09-11,0,5,0,0.0,0,Loyal,0.0531263689866758,1029,828,620,4.29321182684572,Electronics
ORD120,C312,P18,2023-09-25,3,10,0,0.0,0,Loyal,0.0764230254783733,1057,1018,127,4.156992693858071,Apparel
ORD121,C307,P43,2023-09-12,0,20,0,0.1619239056557591,0,Impulse Buyer,0.2213157460257349,85,441,155,3.988624901974323,Apparel
ORD122,C119,P28,2023-04-13,3,20,0,0.2814372841931465,0,Impulse Buyer,0.2754518166455952,35,2646,2435,3.5483213331196115,Electronics
ORD123,C240,P5,2023-03-21,0,5,0,0.0,0,Loyal,0.0909700700762955,786,1860,282,3.7027946349124568,Apparel
ORD124,C426,P21,2023-10-21,10,20,0,0.5412215316447755,1,Bargain Hunter,0.1603942567302944,50,465,157,2.642209619114287,Footwear
ORD125,C367,P15,2023-09-03,0,5,0,0.0,0,Loyal,0.082856446725239,1319,239,69,4.43999453734286,Home
ORD126,C416,P21,2023-10-15,10,20,0,0.6281456683739365,1,Bargain Hunter,0.3014118535222446,276,151,157,2.642209619114287,Footwear
ORD127,C190,P12,2023-07-10,3,50,0,0.24430192882203,0,Bargain Hunter,0.2420238317967143,104,385,1756,4.67972260573344,Electronics
ORD128,C491,P16,2023-07-26,1,50,0,0.2899293994801147,0,Bargain Hunter,0.2259571560358459,337,331,165,3.916640338001015,Apparel
ORD129,C499,P3,2023-04-01,3,70,0,0.101845243701198,0,Bargain Hunter,0.2203245374479268,343,339,167,4.502610943912472,Home
ORD130,C58,P37,2023-08-21,10,20,0,0.0310601560409578,0,Loyal,0.0853939095316595,515,672,2874,3.756952846971738,Electronics
ORD131,C449,P18,2023-02-28,1,10,0,0.0,0,Loyal,0.0261714797983217,890,1139,127,4.156992693858071,Apparel
ORD132,C401,P42,2023-11-24,3,50,1,0.4251877530226772,0,Bargain Hunter,0.3387231840335197,93,406,74,3.890408322238115,Apparel
ORD133,C176,P9,2023-06-11,0,0,0,0.0,0,Loyal,0.0422346446229556,518,1295,2706,4.902806684413314,Electronics
ORD134,C29,P29,2023-12-09,1,70,1,0.0870557354831959,0,Bargain Hunter,0.1627116700572047,71,456,241,4.403405772536004,Home
ORD135,C69,P37,2023-11-29,2,30,1,0.0691664534016383,0,Bargain Hunter,0.185185050535469,298,117,2874,3.756952846971738,Electronics
ORD136,C40,P3,2023-06-20,10,0,0,0.0,0,Loyal,0.0894952233026981,554,1863,167,4.502610943912472,Home
ORD137,C134,P19,2023-01-31,10,5,0,0.2605341643454684,0,Impulse Buyer,0.3204881851802238,53,1592,474,3.749824351318881,Beauty
ORD138,C133,P39,2023-05-06,0,0,0,0.181073801407237,0,Impulse Buyer,0.298605131554361,69,243,451,4.840675398307533,Home
ORD139,C445,P39,2023-06-29,1,20,0,0.3117562728775857,0,Impulse Buyer,0.3801403728022517,39,1897,451,4.840675398307533,Home
ORD140,C79,P14,2023-04-04,0,5,0,0.3169208156580494,0,Impulse Buyer,0.3927239954178506,63,1092,59,4.524741294619888,Home
ORD141,C70,P16,2023-07-08,0,5,0,0.0,0,Loyal,0.0392859728343341,765,1727,165,3.916640338001015,Apparel
ORD142,C193,P3,2023-07-03,1,20,0,0.2339978590075078,0,Bargain Hunter,0.3446220698540208,131,110,167,4.502610943912472,Home
ORD143,C486,P23,2023-07-02,3,70,0,0.2465688637990764,0,Bargain Hunter,0.214917165980054,208,125,1443,3.2728795051134663,Electronics
ORD144,C88,P42,2023-04-07,0,20,0,0.0582457839543954,0,Bargain Hunter,0.1641881833999855,151,449,74,3.890408322238115,Apparel
ORD145,C305,P20,2023-01-21,0,30,0,0.2387539458823715,0,Bargain Hunter,0.3130108856804914,43,90,152,3.822344635799018,Beauty
ORD146,C244,P21,2023-11-26,0,0,1,0.4436314580757853,0,Impulse Buyer,0.3255416106142835,64,2701,157,2.642209619114287,Footwear
ORD147,C205,P24,2023-01-23,3,5,0,0.2679819699164049,0,Impulse Buyer,0.3374331010806662,18,1018,155,4.066046275346009,Beauty
ORD148,C415,P38,2023-07-03,0,0,0,0.2032679326073148,0,Loyal,0.0977229866683621,375,365,135,2.150355856501963,Apparel
ORD149,C500,P7,2023-06-13,3,70,0,0.3776421462059395,0,Bargain Hunter,0.2734703514825948,61,422,55,3.0613185629909045,Apparel
ORD150,C267,P13,2023-07-27,0,10,0,0.2681854347263722,0,Impulse Buyer,0.2829009168407255,75,1725,173,2.6391124945231805,Apparel
ORD151,C21,P22,2023-12-25,1,20,1,0.1104868301350045,0,Bargain Hunter,0.2042698063547791,289,102,450,4.195473602402838,Beauty
ORD152,C13,P4,2023-09-15,3,20,0,0.0,0,Loyal,0.0715809723860941,1320,1590,96,3.0338727538133785,Apparel
ORD153,C183,P28,2023-08-30,2,0,0,0.0,0,Loyal,0.0647279064587696,1223,997,2435,3.5483213331196115,Electronics
ORD154,C415,P12,2023-08-28,2,5,0,0.0102280711848037,0,Loyal,0.0977229866683621,375,365,1756,4.67972260573344,Electronics
ORD155,C103,P25,2023-06-07,10,20,0,0.1109411785198942,0,Bargain Hunter,0.2059867793891885,198,321,176,4.514323591958066,Beauty
ORD156,C455,P44,2023-12-05,1,70,1,0.0685126527068369,0,Bargain Hunter,0.15180608082591,173,498,288,4.059042282133031,Beauty
ORD157,C454,P30,2023-02-27,3,30,0,0.2813725987401324,0,Bargain Hunter,0.3438824644670575,172,115,396,4.061663079654576,Home
ORD158,C299,P19,2023-04-25,2,70,0,0.2209444853512016,0,Bargain Hunter,0.3236935951795825,68,169,474,3.749824351318881,Beauty
ORD159,C426,P1,2023-10-29,2,30,0,0.0586855523988668,0,Bargain Hunter,0.1603942567302944,50,465,176,4.007564744581659,Footwear
ORD160,C276,P20,2023-02-13,3,5,0,0.2329534900591845,0,Impulse Buyer,0.3190770034640088,87,1089,152,3.822344635799018,Beauty
ORD161,C21,P6,2023-02-14,2,50,0,0.0740295650627733,0,Bargain Hunter,0.2042698063547791,289,102,1162,4.05032676733412,Electronics
ORD162,C180,P6,2023-04-03,0,20,0,0.0764569241202563,0,Bargain Hunter,0.1768030456901281,216,352,1162,4.05032676733412,Electronics
ORD163,C206,P39,2023-03-17,0,10,0,0.0,0,Loyal,0.0418732003713812,849,1238,451,4.840675398307533,Home
ORD164,C429,P31,2023-06-21,0,20,0,0.3543371832862558,0,Impulse Buyer,0.3789633312121055,6,999,89,2.8874907645798435,Apparel
ORD165,C241,P5,2023-01-06,0,70,0,0.4151544021602499,0,Bargain Hunter,0.2995218760352502,162,192,282,3.7027946349124568,Apparel
ORD166,C294,P6,2023-02-12,3,20,0,0.2434575718498342,0,Bargain Hunter,0.2342849101184995,312,51,1162,4.05032676733412,Electronics
ORD167,C367,P16,2023-10-31,0,0,0,0.0,0,Loyal,0.082856446725239,1319,239,165,3.916640338001015,Apparel
ORD168,C402,P48,2023-02-24,0,0,0,0.0,0,Loyal,0.0784084670594287,934,1676,555,4.510540840993616,Electronics
ORD169,C494,P16,2023-09-05,3,5,0,0.1893496579152756,0,Impulse Buyer,0.2788730647636701,70,2490,165,3.916640338001015,Apparel
ORD170,C196,P14,2023-11-17,5,50,1,0.151402550335983,0,Bargain Hunter,0.2568847007465046,355,61,59,4.524741294619888,Home
ORD171,C351,P19,2023-03-14,2,20,0,0.1839962158272584,0,Bargain Hunter,0.2859294565386139,196,189,474,3.749824351318881,Beauty
ORD172,C55,P27,2023-02-16,0,20,0,0.2858608975336691,0,Impulse Buyer,0.3181785886376483,19,2055,87,3.8108470428218526,Footwear
ORD173,C455,P28,2023-07-23,2,20,0,0.065073228218935,0,Bargain Hunter,0.15180608082591,173,498,2435,3.5483213331196115,Electronics
ORD174,C178,P48,2023-09-17,0,0,0,0.1877779997279934,0,Impulse Buyer,0.2615554479542099,54,2084,555,4.510540840993616,Electronics
ORD175,C233,P24,2023-03-01,2,0,0,0.0,0,Loyal,0.021186750113699,952,575,155,4.066046275346009,Beauty
ORD176,C470,P43,2023-07-14,10,20,0,0.5427307864080161,1,Impulse Buyer,0.2508449159794986,50,2574,155,3.988624901974323,Apparel
ORD177,C438,P37,2023-07-12,1,0,0,0.1180838897944215,0,Impulse Buyer,0.2163052979104853,35,854,2874,3.756952846971738,Electronics
ORD178,C167,P36,2023-02-08,10,0,0,0.0,0,Loyal,0.098854851638345,1217,376,67,3.966202678281477,Beauty
ORD179,C468,P17,2023-07-29,3,0,0,0.0576831332197604,0,Loyal,0.0457641089617961,490,441,1562,4.173216926350948,Electronics
ORD180,C362,P37,2023-06-09,0,0,0,0.0,0,Loyal,0.0996702198226052,524,202,2874,3.756952846971738,Electronics
ORD181,C317,P36,2023-04-17,0,20,0,0.1582738381460131,0,Bargain Hunter,0.2467509883864825,45,299,67,3.966202678281477,Beauty
ORD182,C246,P14,2023-04-11,0,0,0,0.2404550045706429,0,Impulse Buyer,0.3146301698514777,38,2304,59,4.524741294619888,Home
ORD183,C186,P5,2023-11-09,0,10,1,0.0,0,Loyal,0.087612733787207,1161,332,282,3.7027946349124568,Apparel
ORD184,C19,P47,2023-04-10,0,0,0,0.3061706959144045,0,Impulse Buyer,0.3843748470046234,78,555,93,4.373019963203864,Beauty
ORD185,C424,P29,2023-03-02,0,0,0,0.0,0,Loyal,0.0250734324033162,681,1528,241,4.403405772536004,Home
ORD186,C31,P34,2023-06-18,1,0,0,0.2526615820346027,0,Impulse Buyer,0.3122486851695402,47,2760,179,3.3500297865112767,Footwear
ORD187,C199,P50,2023-11-06,0,5,1,0.3766758899711576,0,Impulse Buyer,0.3023314027094522,63,206,235,3.58835264631081,Home
ORD188,C103,P47,2023-06-09,3,70,0,0.1272676080562229,0,Bargain Hunter,0.2059867793891885,198,321,93,4.373019963203864,Beauty
ORD189,C304,P47,2023-12-15,5,0,1,0.431870891183406,0,Impulse Buyer,0.3366367712890963,18,2985,93,4.373019963203864,Beauty
ORD190,C120,P23,2023-08-23,2,5,0,0.1253699017016539,0,Impulse Buyer,0.2142377296920458,93,875,1443,3.2728795051134663,Electronics
ORD191,C94,P1,2023-04-08,10,30,0,0.5241110968239397,1,Bargain Hunter,0.2544486520109608,69,102,176,4.007564744581659,Footwear
ORD192,C94,P32,2023-12-22,10,20,1,0.1294291474484793,0,Bargain Hunter,0.2544486520109608,69,102,278,4.226683707271579,Home
ORD193,C309,P36,2023-03-31,2,0,0,0.0,0,Loyal,0.0640465174390288,819,1020,67,3.966202678281477,Beauty
ORD194,C244,P2,2023-12-14,0,10,1,0.4497348362364901,0,Impulse Buyer,0.3255416106142835,64,2701,155,2.778269247890009,Footwear
ORD195,C258,P19,2023-02-28,0,5,0,0.3008206965741619,0,Impulse Buyer,0.3864236564967225,68,455,474,3.749824351318881,Beauty
ORD196,C436,P41,2023-05-29,0,5,0,0.1955843265140339,0,Impulse Buyer,0.2323345088293605,18,2089,227,3.02369463251301,Apparel
ORD197,C485,P16,2023-10-24,0,20,0,0.0934023921399384,0,Bargain Hunter,0.1740418110741216,98,359,165,3.916640338001015,Apparel
ORD198,C156,P16,2023-01-14,3,10,0,0.1298805348093769,0,Impulse Buyer,0.2090892760682915,74,1135,165,3.916640338001015,Apparel
